tournament,dates,event,player,seed,state,draw_pos,rank_lo,rank_hi,elim_round
2023 South OLC,2023-05-06/2023-05-07,XD U17,Pradyun RasamsettiAditi Srinivasan,,NCNC,3,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U17,James XuNamra Sharath,,NCNC,8,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U17,Tausiqteja ThokalaApurva Nekkalapudi,,NCNC,9,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,XD U17,Ishav NarayananHaripriya Tati,,GAGA,12,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,XD U17,Mukil NambikumarMichelle Rajkumar,,GAGA,13,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Rithik Rasamsetti [2]Zhengyue Xiong,,NCNC,16,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BD U17,Srijan Challapalli [1]Arya Prakash Mirani,,VANC,1,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Ahwan MishraVishwa Rajan,,GAGA,11,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Zeyue DuMukil Nambikumar,,VAGA,6,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Sriman NimmalapudiAndrew Qi,,MAMA,4,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Vignesh SivasankarVigneswar Vadivelan,,GAGA,8,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Pradyun RasamsettiSaatvik B. Sunilraj,,NCVA,9,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Nithesh HaribabuEshan Neog,,NCNC,13,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BD U17,Jogesh Nihanth KadikatlaNathan Kankanala,,NCNC,3,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Siddharth Chowdary GundarapuTausiqteja Thokala,,NCNC,5,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Shishir BokkaHasith Konapala,,NCMA,7,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Ishav NarayananJames Xu,,GANC,10,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Manas VellaturiSidharth Reddy Yeramaddu,,NCNC,12,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BD U17,Toshan GoswamiAvyukt Iyer,,MAMA,14,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,GD U17,Lydia Chao [1]Yoning Liu,,MDNC,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,GD U17,Charvi AnandAnvitha B Ranganna,,VANC,4,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,GD U17,Arushi Raghavendra [2]Sanjanaa Shyam,,VANC,2,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,GD U17,Namra SharathAditi Srinivasan,,NCNC,3,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Alan Premkumar,1,VA,1,1,1,Winner
2023 South OLC,2023-05-06/2023-05-07,BS U19,Srijan Challapalli,2,VA,16,2,2,Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Rithik Rasamsetti,,NC,12,3,3,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Arya Prakash Mirani,,NC,7,4,4,Semi Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Marco Castillo,,San José,10,5,8,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Kunal Toomu,,NC,3,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Vinay R Vasa,,NC,5,9,16,Quarter Finals
2023 South OLC,2023-05-06/2023-05-07,BS U19,Lucas Wang,,MD,9,9,16,Round 1
2023 South OLC,2023-05-06/2023-05-07,BS U19,Surya Ilamurugu,,NJ,14,9,16,Quarter Finals
