tournament,dates,event,player,seed,state,draw_pos,rank_lo,rank_hi,elim_round
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Hrydayesh ParidaJames Xu,,NCNC,10,5,8,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Mithun GopinathVishanth Vijay,,GAGA,13,5,8,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Shishir BokkaShrihan Palicherla,,NCNC,3,9,16,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Vineet MahadevanLiyu Zheng,,TXTX,8,9,16,Round 1
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Adithya SankaranVarun Sankaran,,GAGA,9,9,16,Round 1
2024 South CRC (TBTT),2024-03-09/2024-03-10,BD U17,Akshit SharmaVignesh Sivasankar,,GAGA,14,9,16,Round 1
2024 South CRC (TBTT),2024-03-09/2024-03-10,GD U17,Yoning Liu [1]Sanjanaa Shyam,,NCNC,1,1,1,Winner
2024 South CRC (TBTT),2024-03-09/2024-03-10,GD U17,Kuhu BaroleHaripriya Tati,,GAGA,3,2,2,Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,GD U17,Sahasra BattulaSuyao Lee,,NCNC,2,3,3,Semi Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,GD U17,Namratha Nishal [2]Tanushri Thokala,,NCNC,4,4,4,Semi Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Eshan Neog,,NC,14,1,1,Winner
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Kunal Toomu,1,NC,1,2,2,Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Manuel Melwyn Alleluia,,TX,10,3,3,Semi Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Vinay R Vasa,,NC,5,4,4,Semi Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Ajay ABHILASH Mathew,,TX,3,9,16,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Ahwan Mishra,,GA,7,9,16,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Pradyun Rasamsetti,,NC,9,9,16,Round 1
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Siddharth Chowdary Gundarapu,,NC,12,9,16,Quarter Finals
2024 South CRC (TBTT),2024-03-09/2024-03-10,BS U19,Nithesh Haribabu,2,NC,16,9,16,Quarter Finals
